"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","34S"
"4199","971.088061","971.087362281","971.087487872","8124651.5","-9999","273471.3","34.1","-1","-0.129329904","0.464511637","0.818861146","0.60625144","34","0.326530612","0.673469388","S2 P1 O16","de-protonated","0","-9999","C49 H33 O16 P1 S2","49","33","16","-9999","1","2","-9999","-9999","-9999"
"4199","971.088061","971.087362281","971.086618492","8124651.5","-9999","273471.3","34.1","-1","0.765934989","0.299673922","0.605653763","0.422065858","35","0.4375","0.604166667","P1 O21","de-protonated","0","-9999","C48 H29 O21 P1","48","29","21","-9999","1","-9999","-9999","-9999","-9999"
"4199","971.088061","971.087362281","971.087955902","8124651.5","-9999","273471.3","34.1","-1","-0.611295093","0.633994548","0.835047148","0.714415588","40","0.346938776","0.510204082","N4 P1 O17","de-protonated","0","-9999","C49 H25 O17 N4 P1","49","25","17","4","1","-9999","-9999","-9999","-9999"
"4199","971.088061","971.087362281","971.087684576","8124651.5","-9999","273471.3","34.1","-1","-0.331890876","0.47346034","0.781197962","0.596555389","26","0.564102564","0.820512821","N4 S2 O22","de-protonated","0","-9999","C39 H32 O22 N4 S2","39","32","22","4","-9999","2","-9999","-9999","-9999"
"4200","971.093717","971.093018275","971.092358777","20879592","-9999","200583.3","91","-1","0.679130646","0.131388377","0.539843223","0.294770316","39","0.346153846","0.538461538","S1 O18","de-protonated","0","-9999","C52 H28 O18 S1","52","28","18","-9999","-9999","1","-9999","-9999","-9999"
"4200","971.093717","971.093018275","971.093361098","20879592","-9999","200583.3","91","-1","-0.353027868","0.162940011","0.578614311","0.329209731","25","0.5","0.880952381","S2 P1 O21","de-protonated","0","-9999","C42 H37 O21 P1 S2","42","37","21","-9999","1","2","-9999","-9999","-9999"
"4200","971.093717","971.093018275","971.093829129","20879592","-9999","200583.3","91","-1","-0.834990033","0.220291876","0.624925708","0.382145409","31","0.523809524","0.69047619","N4 P1 O22","de-protonated","0","-9999","C42 H29 O22 N4 P1","42","29","22","4","1","-9999","-9999","-9999","-9999"
"4201","972.092425","972.091725287","972.090842707","7583320","-9999","248028.2","31.69","-1","0.907919749","0.430538448","0.818861146","0.585867527","34","0.326530612","0.673469388","13C1 S2 P1 O16","de-protonated","1","4199","C48 H33 O16 P1 S2 13C1","48","33","16","-9999","1","2","1","-9999","-9999"
"4201","972.092425","972.091725287","972.090979052","7583320","-9999","248028.2","31.69","-1","0.767659479","0.224647613","0.574517348","0.364595507","34","0.375","0.645833333","N1 S2 O18","de-protonated","0","-9999","C48 H31 O18 N1 S2","48","31","18","1","-9999","2","-9999","-9999","-9999"
"4201","972.092425","972.091725287","972.091310737","7583320","-9999","248028.2","31.69","-1","0.426451527","0.645026724","0.835047148","0.721034894","40","0.346938776","0.510204082","13C1 N4 P1 O17","de-protonated","1","4199","C48 H25 O17 N4 P1 13C1","48","25","17","4","1","-9999","1","-9999","-9999"
"4201","972.092425","972.091725287","972.091039411","7583320","-9999","248028.2","31.69","-1","0.705567644","0.456814901","0.781197962","0.586568126","26","0.564102564","0.820512821","13C1 N4 S2 O22","de-protonated","1","4199","C38 H32 O22 N4 S2 13C1","38","32","22","4","-9999","2","1","-9999","-9999"
"4202","972.0979","972.097200282","972.097992985","4378196.5","-9999","259746","17.39","-1","-0.815456229","0.295445759","0.582230334","0.410159589","38","0.25","0.615384615","N1 S2 P1 O13","de-protonated","0","-9999","C52 H32 O13 N1 P1 S2","52","32","13","1","1","2","-9999","-9999","-9999"
"4202","972.0979","972.097200282","972.097123605","4378196.5","-9999","259746","17.39","-1","0.078877413","0.332957242","0.587975334","0.434964479","39","0.352941176","0.549019608","N1 P1 O18","de-protonated","0","-9999","C51 H28 O18 N1 P1","51","28","18","1","1","-9999","-9999","-9999","-9999"
"4202","972.0979","972.097200282","972.096852279","4378196.5","-9999","259746","17.39","-1","0.357991764","0.488507087","0.692787115","0.570219098","25","0.56097561","0.853658537","N1 S2 O23","de-protonated","0","-9999","C41 H35 O23 N1 S2","41","35","23","1","-9999","2","-9999","-9999","-9999"
"4202","972.0979","972.097200282","972.096472157","4378196.5","-9999","259746","17.39","-1","0.749025645","0.451605149","0.6825583","0.543986409","30","0.465116279","0.744186047","N3 S1 P1 O20","de-protonated","0","-9999","C43 H32 O20 N3 P1 S1","43","32","20","3","1","1","-9999","-9999","-9999"
