"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","33S","34S"
"396","409.0946","409.094532988","409.094228495","1918381.3","-9999","429678.9","22.97","-1","0.744311593","0.90436474","0","0.542618844","19","0.173913043","0.608695652","N4 O4","de-protonated","0","-9999","C23 H14 O4 N4","23","14","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"397","409.128712","409.128644972","409.128625145","1869752","-9999","479544.8","22.34","-1","0.048460775","0.999573968","0","0.599744381","4","0.6","1.733333333","N2 S1 O9","de-protonated","0","-9999","C15 H26 O9 N2 S1","15","26","9","2","-9999","1","-9999","-9999","-9999","-9999"
"397","409.128712","409.128644972","409.128245023","1869752","-9999","479544.8","22.34","-1","0.977564407","0.840802739","0","0.504481643","9","0.352941176","1.352941176","N4 P1 O6","de-protonated","0","-9999","C17 H23 O6 N4 P1","17","23","6","4","1","-9999","-9999","-9999","-9999","-9999"
"398","409.152004","409.15193696","409.151743372","1263295.4","-9999","398863.1","14.51","-1","0.473144758","0.960193757","0","0.576116254","13","0.238095238","1.047619048","N4 O5","de-protonated","0","-9999","C21 H22 O5 N4","21","22","5","4","-9999","-9999","-9999","-9999","-9999","-9999"
"399","409.161093","409.161025956","409.160791198","1139138.3","-9999","450784.1","12.91","-1","0.57375474","0.942017045","0","0.565210227","7","0.19047619","1.476190476","S1 P1 O4","de-protonated","0","-9999","C21 H31 O4 P1 S1","21","31","4","-9999","1","1","-9999","-9999","-9999","-9999"
"400","409.165113","409.165045954","409.165010654","1385923.6","-9999","446454.5","16.09","-1","0.086271993","0.998650415","0","0.599190249","3","0.5","1.875","N2 S1 O8","de-protonated","0","-9999","C16 H30 O8 N2 S1","16","30","8","2","-9999","1","-9999","-9999","-9999","-9999"
"401","409.176609","409.176541948","409.17689549200003","1493959.3","-9999","504321.5","17.49","-1","-0.864037372","0.873311967","0","0.52398718","12","0.217391304","1.130434783","N2 O5","de-protonated","0","-9999","C23 H26 O5 N2","23","26","5","2","-9999","-9999","-9999","-9999","-9999","-9999"
"401","409.176609","409.176541948","409.176244044","1493959.3","-9999","504321.5","17.49","-1","0.728059253","0.908300003","0","0.544980002","3","0.466666667","2","N4 S1 O7","de-protonated","0","-9999","C15 H30 O7 N4 S1","15","30","7","4","-9999","1","-9999","-9999","-9999","-9999"
"403","409.188345","409.188277942","409.188128882","1080523","-9999","445970.6","12.15","-1","0.364284328","0.976208783","0","0.58572527","12","0.181818182","1.181818182","N4 O4","de-protonated","0","-9999","C22 H26 O4 N4","22","26","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"404","409.203551","409.203483935","409.203385023","3274191.8","-9999","412124.4","40.47","-1","0.241718606","0.494727168","0.780512821","0.609041429","16","0.038461538","1","N4 O1","de-protonated","0","-9999","C26 H26 O1 N4","26","26","1","4","-9999","-9999","-9999","-9999","-9999","-9999"
"405","409.22478","409.224712925","409.224514391","3238870.5","-9999","441883.5","40.02","-1","0.485145902","0.479096073","0.800793265","0.60777495","11","0.130434783","1.304347826","N4 O3","de-protonated","0","-9999","C23 H30 O3 N4","23","30","3","4","-9999","-9999","-9999","-9999","-9999","-9999"
"406","410.012757","410.012689538","410.012867114","1318865.3","-9999","481501.2","15.22","-1","-0.433099655","0.966537391","0","0.579922435","20","0.217391304","0.391304348","N1 S1 O5","de-protonated","0","-9999","C23 H9 O5 N1 S1","23","9","5","1","-9999","1","-9999","-9999","-9999","-9999"
"407","410.087577","410.087509501","410.087488608","1623785.1","-9999","454709.7","19.16","-1","0.050948615","0.999529113","0","0.599717468","5","0.769230769","1.615384615","N3 S1 O10","de-protonated","0","-9999","C13 H21 O10 N3 S1","13","21","10","3","-9999","1","-9999","-9999","-9999","-9999"
"409","411.091794","411.091726009","411.092120495","1303083.8","-9999","575460.4","15.01","-1","-0.959604947","0.846127257","0","0.507676354","18","0.086956522","0.695652174","N4 S1 O2","de-protonated","0","-9999","C23 H16 O2 N4 S1","23","16","2","4","-9999","1","-9999","-9999","-9999","-9999"
"410","411.158972","411.158903976","411.158683198","1160257.4","-9999","459421.3","13.17","-1","0.536965426","0.949027561","0","0.569416536","6","0.095238095","1.571428571","S2 P1 O2","de-protonated","0","-9999","C21 H33 O2 P1 S2","21","33","2","-9999","1","2","-9999","-9999","-9999","-9999"
"410","411.158972","411.158903976","411.159151228","1160257.4","-9999","459421.3","13.17","-1","-0.6013551","0.936489548","0","0.561893729","12","0.142857143","1.19047619","N4 P1 O3","de-protonated","0","-9999","C21 H25 O3 N4 P1","21","25","3","4","1","-9999","-9999","-9999","-9999","-9999"
"411","411.167657","411.167588971","411.167393437","1970244.3","-9999","426924.1","23.63","-1","0.475559589","0.959794695","0","0.575876817","12","0.238095238","1.142857143","N4 O5","de-protonated","0","-9999","C21 H24 O5 N4","21","24","5","4","-9999","-9999","-9999","-9999","-9999","-9999"
"412","411.174978","411.174909968","411.174787492","1528390.6","-9999","558211.1","17.92","-1","0.297867691","0.984029833","0","0.5904179","11","0.130434783","1.217391304","N2 S1 O3","de-protonated","0","-9999","C23 H28 O3 N2 S1","23","28","3","2","-9999","1","-9999","-9999","-9999","-9999"
"414","411.196137","411.196068957","411.19591686","1092941.4","-9999","468293.2","12.3","-1","0.369889965","0.975480067","0","0.58528804","6","0.25","1.6","N2 S1 O5","de-protonated","0","-9999","C20 H32 O5 N2 S1","20","32","5","2","-9999","1","-9999","-9999","-9999","-9999"
"415","411.204109","411.204040953","411.203778946","1932368","-9999","406397.4","23.14","-1","0.637171581","0.928981995","0","0.557389197","11","0.181818182","1.272727273","N4 O4","de-protonated","0","-9999","C22 H28 O4 N4","22","28","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"416","411.24043","411.240361936","411.240164455","4147291.8","-9999","427493","51.74","-1","0.480206479","0.479510766","0.800793265","0.608023766","10","0.130434783","1.391304348","N4 O3","de-protonated","0","-9999","C23 H32 O3 N4","23","32","3","4","-9999","-9999","-9999","-9999","-9999","-9999"
"417","412.966987","412.966918089","412.967253595","1377678.5","-9999","365280.5","15.97","-1","-0.812429367","0.887130077","0","0.532278046","11","0.5","0.785714286","N2 S2 P1 O7","de-protonated","0","-9999","C14 H11 O7 N2 P1 S2","14","11","7","2","1","2","-9999","-9999","-9999","-9999"
"418","412.968071","412.968002088","412.967905044","4966031","-9999","427953.6","62.3","-1","0.234991782","0.495015114","0.807789663","0.620124934","20","0.227272727","0.318181818","S1 P1 O5","de-protonated","0","-9999","C22 H7 O5 P1 S1","22","7","5","-9999","1","1","-9999","-9999","-9999","-9999"
"418","412.968071","412.968002088","412.968101748","4966031","-9999","427953.6","62.3","-1","-0.241327177","0.989488283","0","0.59369297","12","0.916666667","0.5","N4 S1 O11","de-protonated","0","-9999","C12 H6 O11 N4 S1","12","6","11","4","-9999","1","-9999","-9999","-9999","-9999"
"420","413.183371","413.183301982","413.183043501","2802901.8","-9999","409399.9","34.37","-1","0.625585112","0.931451492","0","0.558870895","11","0.238095238","1.238095238","N4 O5","de-protonated","0","-9999","C21 H26 O5 N4","21","26","5","4","-9999","-9999","-9999","-9999","-9999","-9999"
"421","413.211719","413.211649968","413.211566925","1128927","-9999","369553.4","12.76","-1","0.200971799","0.992698138","0","0.595618883","5","0.25","1.7","N2 S1 O5","de-protonated","0","-9999","C20 H34 O5 N2 S1","20","34","5","2","-9999","1","-9999","-9999","-9999","-9999"
"422","413.218294","413.218224965","413.2180916","1076705.1","-9999","579401.3","12.08","-1","0.322747718","0.9812767","0","0.58876602","5","0.380952381","1.619047619","O8","de-protonated","0","-9999","C21 H34 O8","21","34","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"422","413.218294","413.218224965","413.217929409","1076705.1","-9999","579401.3","12.08","-1","0.715255813","0.911350701","0","0.546810421","0","0.125","2.4375","N4 S2 P1 O2","de-protonated","0","-9999","C16 H39 O2 N4 P1 S2","16","39","2","4","1","2","-9999","-9999","-9999","-9999"
"423","413.219798","413.219728965","413.219429011","2617569.8","-9999","449685.4","31.98","-1","0.72589505","0.90881875","0","0.54529125","10","0.181818182","1.363636364","N4 O4","de-protonated","0","-9999","C22 H30 O4 N4","22","30","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"424","413.256127","413.256057947","413.25581452","2458861.8","-9999","428591.2","29.93","-1","0.589046192","0.938982691","0","0.563389615","9","0.130434783","1.47826087","N4 O3","de-protonated","0","-9999","C23 H34 O3 N4","23","34","3","4","-9999","-9999","-9999","-9999","-9999","-9999"
"426","415.154542","415.154472015","415.15444597","2128740.8","-9999","407487.9","24.78","-1","0.062735444","0.999286121","0","0.59957167200000006","6","0.388888889","1.555555556","N2 S1 O7","de-protonated","0","-9999","C18 H28 O7 N2 S1","18","28","7","2","-9999","1","-9999","-9999","-9999","-9999"
"426","415.154542","415.154472015","415.154065848","2128740.8","-9999","407487.9","24.78","-1","0.978353465","0.840567317","0","0.50434039","11","0.2","1.25","N4 P1 O4","de-protonated","0","-9999","C20 H25 O4 N4 P1","20","25","4","4","1","-9999","-9999","-9999","-9999","-9999"
"427","415.19899","415.198919993","415.198693566","3569523.8","-9999","404223.8","42.75","-1","0.545347985","0.473733277","0.81490939","0.610203722","10","0.238095238","1.333333333","N4 O5","de-protonated","0","-9999","C21 H28 O5 N4","21","28","5","4","-9999","-9999","-9999","-9999","-9999","-9999"
"428","415.235359","415.235288976","415.235079075","1785727.8","-9999","417064.8","20.5","-1","0.505498181","0.954693154","0","0.572815893","9","0.181818182","1.454545455","N4 O4","de-protonated","0","-9999","C22 H32 O4 N4","22","32","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"429","415.271766","415.271695958","415.271464584","1269900","-9999","372344.3","14.07","-1","0.557161723","0.945230025","0","0.567138015","8","0.130434783","1.565217391","N4 O3","de-protonated","0","-9999","C23 H36 O3 N4","23","36","3","4","-9999","-9999","-9999","-9999","-9999","-9999"
"430","416.978194","416.978123121","416.978272509","1550029.4","-9999","368599.1","17.55","-1","-0.358265155","0.97697946","0","0.586187676","15","0.6","0.4","N4 S1 O9","de-protonated","0","-9999","C15 H6 O9 N4 S1","15","6","9","4","-9999","1","-9999","-9999","-9999","-9999"
"431","417.170257","417.170186026","417.170096035","3545102.8","-9999","425700.9","42.43","-1","0.215718871","0.9915919","0","0.59495514","5","0.388888889","1.666666667","N2 S1 O7","de-protonated","0","-9999","C18 H30 O7 N2 S1","18","30","7","2","-9999","1","-9999","-9999","-9999","-9999"
"432","417.20665","417.206579008","417.206481544","1992731.3","-9999","454733.5","23.07","-1","0.233611559","0.990146422","0","0.594087853","4","0.315789474","1.789473684","N2 S1 O6","de-protonated","0","-9999","C19 H34 O6 N2 S1","19","34","6","2","-9999","1","-9999","-9999","-9999","-9999"
"433","417.214608","417.214537005","417.21434363","2557726","-9999","360939.5","30.12","-1","0.463489295","0.961770686","0","0.577062412","9","0.238095238","1.428571429","N4 O5","de-protonated","0","-9999","C21 H30 O5 N4","21","30","5","4","-9999","-9999","-9999","-9999","-9999","-9999"
"434","418.042412","418.042340598","418.042724492","2495801.8","-9999","416047.4","29.34","-1","-0.918312874","0.858116497","0","0.514869898","26","0.034482759","0.344827586","N1 P1 O1","de-protonated","0","-9999","C29 H10 O1 N1 P1","29","10","1","1","1","-9999","-9999","-9999","-9999","-9999"
"434","418.042412","418.042340598","418.042453166","2495801.8","-9999","416047.4","29.34","-1","-0.269273743","0.986929624","0","0.592157775","12","0.315789474","0.894736842","N1 S2 O6","de-protonated","0","-9999","C19 H17 O6 N1 S2","19","17","6","1","-9999","2","-9999","-9999","-9999","-9999"
"434","418.042412","418.042340598","418.042073044","2495801.8","-9999","416047.4","29.34","-1","0.640018508","0.928369293","0","0.557021576","17","0.142857143","0.666666667","N3 S1 P1 O3","de-protonated","0","-9999","C21 H14 O3 N3 P1 S1","21","14","3","3","1","1","-9999","-9999","-9999","-9999"
"435","418.975017","418.974945141","418.974827099","1845884","-9999","434709.6","21.24","-1","0.28174081","0.985700214","0","0.591420129","9","0.785714286","0.857142857","S2 O11","de-protonated","0","-9999","C14 H12 O11 S2","14","12","11","-9999","-9999","2","-9999","-9999","-9999","-9999"
"436","419.184372","419.184300038","419.184028566","1178820.8","-9999","500602.7","12.92","-1","0.647619738","0.926722015","0","0.556033209","4","0.421052632","1.736842105","P1 O8","de-protonated","0","-9999","C19 H33 O8 P1","19","33","8","-9999","1","-9999","-9999","-9999","-9999","-9999"
"437","419.185873","419.185801037","419.185746099","4690629.5","-9999","462706.2","56.71","-1","0.131059023","0.996433819","0.947762934","0.976965465","4","0.388888889","1.777777778","N2 S1 O7","de-protonated","0","-9999","C18 H32 O7 N2 S1","18","32","7","2","-9999","1","-9999","-9999","-9999","-9999"
"438","419.22226","419.22218802","419.222131609","1150417.9","-9999","501498.6","12.56","-1","0.134560814","0.99671997","0","0.598031982","3","0.315789474","1.894736842","N2 S1 O6","de-protonated","0","-9999","C19 H36 O6 N2 S1","19","36","6","2","-9999","1","-9999","-9999","-9999","-9999"
"439","419.230244","419.230172016","419.229993695","1816276.8","-9999","476314.4","20.87","-1","0.425353594","0.967704287","0","0.580622572","8","0.238095238","1.523809524","N4 O5","de-protonated","0","-9999","C21 H32 O5 N4","21","32","5","4","-9999","-9999","-9999","-9999","-9999","-9999"
"440","420.039378","420.039305619","420.039475786","1628143","-9999","407350.9","18.52","-1","-0.405122598","0.970658917","0","0.58239535","12","0.5","0.833333333","N1 S1 O9","de-protonated","0","-9999","C18 H15 O9 N1 S1","18","15","9","1","-9999","1","-9999","-9999","-9999","-9999"
"440","420.039378","420.039305619","420.039095664","1628143","-9999","407350.9","18.52","-1","0.499846416","0.955677937","0","0.573406762","17","0.3","0.6","N3 P1 O6","de-protonated","0","-9999","C20 H12 O6 N3 P1","20","12","6","3","1","-9999","-9999","-9999","-9999","-9999"
"441","420.189236","420.189163545","420.189100934","1286179.5","-9999","457635.4","14.25","-1","0.149006057","0.995979434","0.947762934","0.976692834","4","0.388888889","1.777777778","13C1 N2 S1 O7","de-protonated","1","437","C17 H32 O7 N2 S1 13C1","17","32","7","2","-9999","1","1","-9999","-9999","-9999"
"444","421.124816","421.124743086","421.124405689","6535533","-9999","425662.9","79.71","-1","0.801182477","0.445028084","0.81490939","0.592980607","9","0.238095238","1.285714286","S1 P1 O5","de-protonated","0","-9999","C21 H27 O5 P1 S1","21","27","5","-9999","1","1","-9999","-9999","-9999","-9999"
"445","421.156987","421.15691407","421.156768446","10709368","-9999","392833.8","131.76","-1","0.345772338","0.982891406","0.958991806","0.973331566","4","0.352941176","1.823529412","N2 S1 P1 O6","de-protonated","0","-9999","C17 H31 O6 N2 P1 S1","17","31","6","2","1","1","-9999","-9999","-9999","-9999"
"446","421.183017","421.182944057","421.182768719","1534849.4","-9999","391950.6","17.35","-1","0.416299935","0.969043206","0","0.581425924","4","0.588235294","1.764705882","N2 O10","de-protonated","0","-9999","C17 H30 O10 N2","17","30","10","2","-9999","-9999","-9999","-9999","-9999","-9999"
"446","421.183017","421.182944057","421.183257976","1534849.4","-9999","391950.6","17.35","-1","-0.745326375","0.904116717","0","0.54247003","8","0.1","1.55","N4 S1 P1 O2","de-protonated","0","-9999","C20 H31 O2 N4 P1 S1","20","31","2","4","1","1","-9999","-9999","-9999","-9999"
"447","421.201615","421.201542048","421.201396164","1889671.9","-9999","434359.3","21.77","-1","0.346353611","0.978468452","0","0.587081071","3","0.388888889","1.888888889","N2 S1 O7","de-protonated","0","-9999","C18 H34 O7 N2 S1","18","34","7","2","-9999","1","-9999","-9999","-9999","-9999"
"448","421.223417","421.223344038","421.22317698","1350287.6","-9999","504224.3","15.05","-1","0.39660018","0.971863057","0","0.583117834","7","0.304347826","1.47826087","O7","de-protonated","0","-9999","C23 H34 O7","23","34","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"448","421.223417","421.223344038","421.223014789","1350287.6","-9999","504224.3","15.05","-1","0.781648927","0.895063495","0","0.537038097","2","0.055555556","2.166666667","N4 S2 P1 O1","de-protonated","0","-9999","C18 H39 O1 N4 P1 S2","18","39","1","4","1","2","-9999","-9999","-9999","-9999"
"449","421.228249","421.228176035","421.228537143","14160273","-9999","424236.3","174.79","-1","-0.857272647","0.865382705","0.939882154","0.895182485","16","0.034482759","1.034482759","N2 O1","de-protonated","0","-9999","C29 H30 O1 N2","29","30","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
